Palabra Original,Palabra Más Similar,Distancia de Levenshtein,proportion Palabra Original,proportion Palabra Más Similar
arabia,arabs,2,4.761882086275779e-06,2.3809410431378898e-05
lichens,kitchens,2,4.761882086275779e-06,4.761882086275779e-06
cookery chinese,cooking chinese,3,1.9047528345103117e-05,4.7618820862757796e-05
coins chinese,cooking chinese,3,4.761882086275779e-06,4.7618820862757796e-05
sun,sex,2,4.761882086275779e-06,8.095199546668825e-05
card games,board games,2,2.3809410431378898e-05,4.761882086275779e-06
juggling,hugging,2,9.523764172551558e-06,4.761882086275779e-06
logging,hugging,2,4.761882086275779e-06,4.761882086275779e-06
lathes,baths,2,1.428564625882734e-05,3.8095056690206234e-05
bath me,baths,3,4.761882086275779e-06,3.8095056690206234e-05
coins roman,gods roman,3,9.523764172551558e-06,4.761882086275779e-06
vivariums,aquariums,3,4.761882086275779e-06,1.9047528345103117e-05
compassion,confession,3,4.761882086275779e-06,1.9047528345103117e-05
scuba diving,scuba divers,3,9.523764172551558e-06,4.761882086275779e-06
heating,healing,1,4.761882086275779e-06,2.857129251765468e-05
sealing,healing,1,9.523764172551558e-06,2.857129251765468e-05
hearing,healing,1,4.761882086275779e-06,2.857129251765468e-05
fur,fear,2,1.428564625882734e-05,4.7618820862757796e-05
horror,honor,2,4.761882086275779e-06,4.761882086275779e-06
turkey,hockey,3,5.238070294903357e-05,3.8095056690206234e-05
whiskey,hockey,3,9.523764172551558e-06,3.8095056690206234e-05
art therapy,aromatherapy,3,9.523764172551558e-06,3.8095056690206234e-05
new zealand,new england,3,4.285693877648202e-05,8.571387755296404e-05
moths,months,1,4.761882086275779e-06,4.761882086275779e-06
electronic digital computers,electronic digital computer,1,4.761882086275779e-06,4.761882086275779e-06
torpedoes,tornadoes,2,4.761882086275779e-06,4.761882086275779e-06
rivers,liver,2,4.761882086275779e-06,9.523764172551558e-06
hopi indians,zuni indians,3,1.428564625882734e-05,4.761882086275779e-06
buddhists,buddhism,2,4.761882086275779e-06,0.00024285598640006476
woodwork,goldwork,2,3.3333174603930456e-05,4.761882086275779e-06
gold ores,goldwork,3,4.761882086275779e-06,4.761882086275779e-06
landscapes,landscape,1,4.761882086275779e-06,9.523764172551558e-06
cooking german,cooking korean,3,4.761882086275779e-06,4.761882086275779e-06
soil mechanics,shock mechanics,3,4.761882086275779e-06,4.761882086275779e-06
laughter,daughters,2,1.9047528345103117e-05,9.523764172551558e-06
singing,serging,2,1.9047528345103117e-05,4.761882086275779e-06
sewing machines,flying machines,3,4.761882086275779e-06,4.761882086275779e-06
short stories yiddish,short stories irish,3,4.761882086275779e-06,4.761882086275779e-06
short stories jewish,short stories irish,3,4.761882086275779e-06,4.761882086275779e-06
apples,apes,2,9.523764172551558e-06,4.761882086275779e-06
aspen,apes,2,4.761882086275779e-06,4.761882086275779e-06
glass craft,glass art,3,1.9047528345103117e-05,4.761882086275779e-06
glassware,glass art,2,2.3809410431378898e-05,4.761882086275779e-06
romanies,romances,1,1.9047528345103117e-05,4.761882086275779e-06
ontology,oncology,1,4.761882086275779e-06,4.761882086275779e-06
sleep,sheep,1,9.523764172551558e-06,9.523764172551558e-06
princesses,princess,2,9.523764172551558e-06,4.761882086275779e-06
electronic circuits,electric circuits,2,1.428564625882734e-05,1.428564625882734e-05
graphic artists,graphic arts,3,4.761882086275779e-06,2.857129251765468e-05
broadcasting,broadcasters,3,3.3333174603930456e-05,4.761882086275779e-06
ms dos computer operating system,pc dos computer operating system,2,4.761882086275779e-06,4.761882086275779e-06
heat,heart,1,1.9047528345103117e-05,3.3333174603930456e-05
generative organs female,generative organs male,2,1.428564625882734e-05,4.761882086275779e-06
caliphs,alps,3,9.523764172551558e-06,1.9047528345103117e-05
atlas,alps,2,4.761882086275779e-06,1.9047528345103117e-05
cililization homeric,civilization homeric,1,4.761882086275779e-06,9.523764172551558e-06
mutiney,mutiny,1,9.523764172551558e-06,4.761882086275779e-06
dog breeds,dog breeders,2,1.9047528345103117e-05,4.761882086275779e-06
agricultural engineering,aquacultural engineering,3,4.761882086275779e-06,4.761882086275779e-06
fashion,fiction,3,1.9047528345103117e-05,0.10798520007047585
diction,fiction,1,4.761882086275779e-06,0.10798520007047585
greenhouses,tree houses,2,4.761882086275779e-06,9.523764172551558e-06
mother and child,father and child,2,1.428564625882734e-05,9.523764172551558e-06
b 24 bomber,b 1 bomber,2,4.761882086275779e-06,4.761882086275779e-06
judo,jury,2,1.428564625882734e-05,9.523764172551558e-06
duty,jury,2,4.761882086275779e-06,9.523764172551558e-06
cross dressing,irons pressing,3,1.428564625882734e-05,4.761882086275779e-06
politicians,politicos,3,2.3809410431378898e-05,4.761882086275779e-06
jewelry making,jewellery making,2,1.428564625882734e-05,4.761882086275779e-06
sauna,sun,2,4.761882086275779e-06,4.761882086275779e-06
vegetarian cooking,vegetarian cookery,3,2.857129251765468e-05,9.523764172551558e-06
health facilities,health facilties,1,4.761882086275779e-06,4.761882086275779e-06
marshals,warships,3,1.9047528345103117e-05,2.3809410431378898e-05
worship,warships,2,9.523764172551558e-06,2.3809410431378898e-05
airships,warships,2,9.523764172551558e-06,2.3809410431378898e-05
art roman,art german,3,9.523764172551558e-06,9.523764172551558e-06
polish language,english language,3,1.428564625882734e-05,0.0019047528345103118
surgery,forgery,2,2.3809410431378898e-05,4.761882086275779e-06
artificial satellites in telecommunication,artificial satellites in telecommunications,1,4.761882086275779e-06,4.761882086275779e-06
chinese poetry,chilean poetry,3,2.3809410431378898e-05,4.761882086275779e-06
seamanship,penmanship,2,4.761882086275779e-06,9.523764172551558e-06
warren county pa,warren county n y,3,4.761882086275779e-06,4.761882086275779e-06
contracts,contests,3,1.428564625882734e-05,9.523764172551558e-06
mothers and sons,fathers and sons,2,1.9047528345103117e-05,6.190446712158514e-05
councils and synods ecumenical,councils and synolds ecumenical,1,4.761882086275779e-06,4.761882086275779e-06
saint fictitious character,flinx fictitious character,3,1.428564625882734e-05,4.761882086275779e-06
anatomy,atoms,3,3.3333174603930456e-05,9.523764172551558e-06
fireworks,firearms,3,9.523764172551558e-06,0.00019523716553730697
cycles,bicycles,2,9.523764172551558e-06,3.3333174603930456e-05
idealism,liberalism,3,1.9047528345103117e-05,1.428564625882734e-05
electric waves,electric cables,3,1.428564625882734e-05,4.761882086275779e-06
graffiti,gravity,3,9.523764172551558e-06,4.761882086275779e-06
women in art,love in art,3,4.761882086275779e-06,4.761882086275779e-06
arts renaissance,art renaissance,1,9.523764172551558e-06,1.428564625882734e-05
child analysis,crime analysis,3,9.523764172551558e-06,9.523764172551558e-06
trucks,tricks,1,9.523764172551558e-06,4.761882086275779e-06
kitchens,lichens,2,4.761882086275779e-06,4.761882086275779e-06
cliches,lichens,2,4.761882086275779e-06,4.761882086275779e-06
courts,cruets,2,1.9047528345103117e-05,4.761882086275779e-06
carpets,cruets,2,4.761882086275779e-06,4.761882086275779e-06
crete,cruets,2,4.761882086275779e-06,4.761882086275779e-06
graphic arts,graphic artists,3,2.857129251765468e-05,4.761882086275779e-06
clairvoyants,clairvoyance,2,4.761882086275779e-06,1.428564625882734e-05
tailoring,sailing,3,4.761882086275779e-06,4.285693877648202e-05
perfumes,resumes,3,9.523764172551558e-06,4.761882086275779e-06
naturalists,naturalism,2,4.761882086275779e-06,4.761882086275779e-06
bear hunting,deer hunting,2,1.428564625882734e-05,1.428564625882734e-05
puerto ricans,puerto rico,3,4.761882086275779e-06,4.761882086275779e-06
monasteries,monsters,3,4.761882086275779e-06,1.9047528345103117e-05
gangsters,monsters,3,9.523764172551558e-06,1.9047528345103117e-05
amnesiacs,amnesia,2,4.761882086275779e-06,1.428564625882734e-05
old age,cordage,3,1.9047528345103117e-05,4.761882086275779e-06
deaf,dead,1,3.8095056690206234e-05,4.761882086275779e-06
numeration,toleration,3,4.761882086275779e-06,4.761882086275779e-06
cooperation,toleration,3,4.761882086275779e-06,4.761882086275779e-06
basketball stories,baseball stories,2,9.523764172551558e-06,3.3333174603930456e-05
oral history,social history,3,2.3809410431378898e-05,3.3333174603930456e-05
cooking greek,cooking bread,3,1.9047528345103117e-05,4.761882086275779e-06
cooking russian,cooking asian,3,4.761882086275779e-06,1.9047528345103117e-05
cooking pasta,cooking asian,3,1.428564625882734e-05,1.9047528345103117e-05
coffee,collie,3,1.428564625882734e-05,4.761882086275779e-06
clubs,cuba,2,1.428564625882734e-05,7.14282312941367e-05
cube,cuba,1,4.761882086275779e-06,7.14282312941367e-05
econometrics,conometrics,1,4.761882086275779e-06,4.761882086275779e-06
nvivo,veto,3,4.761882086275779e-06,4.761882086275779e-06
literacy,liberty,3,4.761882086275779e-06,2.857129251765468e-05
liberia,liberty,2,4.761882086275779e-06,2.857129251765468e-05
women pioneers,women painters,3,9.523764172551558e-06,4.761882086275779e-06
czech language,french language,3,1.9047528345103117e-05,0.00012380893424317028
cooking french,cookery french,3,4.285693877648202e-05,2.3809410431378898e-05
fairness,fitness,2,4.761882086275779e-06,0.009619001814277075
cooking cereals,cooking creole,3,4.761882086275779e-06,4.761882086275779e-06
sea stories,spy stories,2,3.8095056690206234e-05,3.3333174603930456e-05
cattle breeders,cattle breeds,2,4.761882086275779e-06,4.761882086275779e-06
damages,garages,2,4.761882086275779e-06,4.761882086275779e-06
adaptation physiology,adaptation physiologie,2,4.761882086275779e-06,4.761882086275779e-06
fantastic comic books strips etc,fantasy comic books strips etc,3,4.761882086275779e-06,1.9047528345103117e-05
puerto rico,puerto ricans,3,4.761882086275779e-06,4.761882086275779e-06
cookery beef,cookery beer,1,4.761882086275779e-06,4.761882086275779e-06
penmanship,seamanship,2,9.523764172551558e-06,4.761882086275779e-06
sex instruction for men,sex instruction for women,2,4.761882086275779e-06,9.523764172551558e-06
bahais,bahrain,2,9.523764172551558e-06,9.523764172551558e-06
bodhran,bahrain,3,4.761882086275779e-06,9.523764172551558e-06
saab automobile,sable automobile,3,4.761882086275779e-06,4.761882086275779e-06
engraving,engravers,3,9.523764172551558e-06,4.761882086275779e-06
quotations,citations,3,3.8095056690206234e-05,4.761882086275779e-06
country homes,country houses,2,3.3333174603930456e-05,4.761882086275779e-06
wine,swine,1,9.523764172551558e-06,1.9047528345103117e-05
spine,swine,1,4.761882086275779e-06,1.9047528345103117e-05
medalists,herbalists,3,4.761882086275779e-06,4.761882086275779e-06
landowners,cat owners,3,4.761882086275779e-06,9.523764172551558e-06
dog owners,cat owners,3,4.761882086275779e-06,9.523764172551558e-06
corruption,corrections,3,4.761882086275779e-06,1.428564625882734e-05
songbooks,cookbooks,3,4.761882086275779e-06,0.0001666658730196523
copybooks,cookbooks,2,4.761882086275779e-06,0.0001666658730196523
groupies,couples,3,4.761882086275779e-06,9.523764172551558e-06
cabinetwork,cabinet work,1,1.428564625882734e-05,4.761882086275779e-06
hell in literature,evil in literature,3,4.761882086275779e-06,4.761882086275779e-06
devil in literature,evil in literature,1,4.761882086275779e-06,4.761882086275779e-06
detectives,executives,3,1.9047528345103117e-05,1.428564625882734e-05
electric circuits,electronic circuits,2,1.428564625882734e-05,1.428564625882734e-05
electron circuits,electronic circuits,2,4.761882086275779e-06,1.428564625882734e-05
blues music,bands music,3,1.428564625882734e-05,2.857129251765468e-05
hindu music,bands music,3,4.761882086275779e-06,2.857129251765468e-05
band music,bands music,1,4.761882086275779e-06,2.857129251765468e-05
dance music,bands music,3,4.761882086275779e-06,2.857129251765468e-05
burial,burma,2,4.761882086275779e-06,6.190446712158514e-05
karma,burma,2,4.761882086275779e-06,6.190446712158514e-05
essay,essays,1,4.761882086275779e-06,2.3809410431378898e-05
essenes,essays,3,9.523764172551558e-06,2.3809410431378898e-05
swimming,wyoming,3,9.523764172551558e-06,9.523764172551558e-06
blenders cooking,blenders cookery,3,4.761882086275779e-06,4.761882086275779e-06
depression,depressions,1,4.761882086275779e-06,5.238070294903357e-05
baronetage,bronze age,3,9.523764172551558e-06,9.523764172551558e-06
african american singers,african american pioneers,3,1.428564625882734e-05,4.761882086275779e-06
african american painters,african american pioneers,3,4.761882086275779e-06,4.761882086275779e-06
sikhism,saivism,3,9.523764172551558e-06,4.761882086275779e-06
children songs,children s songs,2,4.761882086275779e-06,6.190446712158514e-05
marine animals,rare animals,3,3.3333174603930456e-05,4.761882086275779e-06
samplers,gamblers,2,4.761882086275779e-06,4.761882086275779e-06
cooking tea,cooking meat,2,9.523764172551558e-06,1.428564625882734e-05
cooking arab,cooking meat,3,4.761882086275779e-06,1.428564625882734e-05
cooking bread,cooking meat,3,4.761882086275779e-06,1.428564625882734e-05
forest management,stress management,3,1.428564625882734e-05,9.523764172551558e-06
sales management,stress management,3,9.523764172551558e-06,9.523764172551558e-06
social ethics,sexual ethics,3,4.761882086275779e-06,9.523764172551558e-06
dude ranches,dude ranchers,1,9.523764172551558e-06,4.761882086275779e-06
horse trading,horse racing,2,4.761882086275779e-06,7.14282312941367e-05
pyramids,dynamics,3,2.3809410431378898e-05,1.428564625882734e-05
motorcycles,motorcycling,3,1.9047528345103117e-05,9.523764172551558e-06
tornadoes,torpedoes,2,4.761882086275779e-06,4.761882086275779e-06
aspasia,aphasia,2,4.761882086275779e-06,4.761882086275779e-06
desserts,deserts,1,3.8095056690206234e-05,1.428564625882734e-05
christians,christmas,2,1.428564625882734e-05,0.00015714210884710072
west u s,east u s,2,1.428564625882734e-05,4.761882086275779e-06
auctioneers,auctions,3,4.761882086275779e-06,4.761882086275779e-06
functions,auctions,2,1.428564625882734e-05,4.761882086275779e-06
art european,arts european,1,4.761882086275779e-06,4.761882086275779e-06
vocal cords,vocal solos,3,4.761882086275779e-06,4.761882086275779e-06
bridles,bridges,1,4.761882086275779e-06,3.3333174603930456e-05
bridge,bridges,1,4.761882086275779e-06,3.3333174603930456e-05
epigrams,anagrams,3,9.523764172551558e-06,4.761882086275779e-06
houston tex,austin tex,3,4.761882086275779e-06,4.761882086275779e-06
plants,planets,1,9.523764172551558e-06,3.3333174603930456e-05
pianists,planets,3,4.761882086275779e-06,3.3333174603930456e-05
cookery european,cooking european,3,9.523764172551558e-06,4.761882086275779e-06
washington state,washington utah,3,4.761882086275779e-06,4.761882086275779e-06
art german,art roman,3,9.523764172551558e-06,9.523764172551558e-06
aerosols,parasols,3,4.761882086275779e-06,4.761882086275779e-06
flight,light,1,4.761882086275779e-06,9.523764172551558e-06
night,light,1,4.761882086275779e-06,9.523764172551558e-06
free thought,new thought,3,1.9047528345103117e-05,9.999952381179138e-05
authors austrian,authors australian,2,4.761882086275779e-06,4.761882086275779e-06
cookery natural foods,cooking natural foods,3,4.761882086275779e-06,1.9047528345103117e-05
sign language,akan language,3,9.523764172551558e-06,4.761882086275779e-06
georgia,geografia,3,6.666634920786091e-05,4.761882086275779e-06
matter,easter,2,1.428564625882734e-05,1.9047528345103117e-05
barter,easter,2,4.761882086275779e-06,1.9047528345103117e-05
cooking natural foods,cookery natural foods,3,1.9047528345103117e-05,4.761882086275779e-06
mars planet,earth planet,3,1.428564625882734e-05,1.428564625882734e-05
micronesia,indonesia,3,4.761882086275779e-06,4.285693877648202e-05
comic books strips et,comic books strips etc,1,4.761882086275779e-06,0.00046666444445502643
timber,tiger,2,1.428564625882734e-05,9.523764172551558e-06
learning,hearing,2,1.9047528345103117e-05,4.761882086275779e-06
burke county ga,bucks county pa,3,4.761882086275779e-06,4.761882086275779e-06
berks county pa,bucks county pa,2,4.761882086275779e-06,4.761882086275779e-06
bottles,battles,1,1.9047528345103117e-05,2.857129251765468e-05
beetles,battles,2,4.761882086275779e-06,2.857129251765468e-05
broadcasters,broadcasting,3,4.761882086275779e-06,3.3333174603930456e-05
ability,nobility,2,9.523764172551558e-06,3.3333174603930456e-05
cookery chicken,cooking chicken,3,4.761882086275779e-06,4.761882086275779e-06
